schol_id,University,Major,Level,Language,Tuition Covered,Accomodation covered?,Living Expense Covered?,Tuition fees to pay,Original Tuition fee,Start_Month,Start_Year,Accomodation_To_Pay,Accomodation_duration,Expense_To_Pay,Expense_duration
1,Shanghai University of Traditional Chinese Medicine,Summer School (TCM),Non-Degree,English,7500.0,0,0,0,7500.0,Jun,2020,9750.0,MONTH,1000.0,MONTH
2,Changchun University of Science and Technology,Preparatory Program of Humanities Direction(Path A),Non-Degree,Chinese,10000.0,0,0,10000,20000.0,Sep,2019,1500.0,MONTH,1500.0,MONTH
3,Changchun University of Science and Technology,Preparatory Program of Business Direction(Path A),Non-Degree,Chinese,10000.0,0,0,10000,20000.0,Sep,2019,1500.0,MONTH,1500.0,MONTH
4,Changchun University of Science and Technology,Preparatory Program of Science and Engineering Direction(Path A),Non-Degree,Chinese,10000.0,0,0,10000,20000.0,Sep,2019,1500.0,MONTH,1500.0,MONTH
5,Qingdao University,Long-term Chinese Language Program,Non-Degree,Chinese,7000.0,1,1,0,7000.0,Sep,2019,0.0,YEAR,0.0,MONTH
6,Qingdao University,Long-term Chinese Language Program,Non-Degree,Chinese,14000.0,1,1,0,14000.0,Sep,2019,0.0,YEAR,0.0,MONTH
7,"The Sino-British College, University of Shanghai for Science and Technology",International Foundation in Business,Non-Degree,English,80000.0,0,0,40000,120000.0,Sep,2019,24000.0,YEAR,2700.0,MONTH
8,"The Sino-British College, University of Shanghai for Science and Technology",International Foundation in Engineering,Non-Degree,English,80000.0,0,0,40000,120000.0,Sep,2019,24000.0,YEAR,2700.0,MONTH
9,"The Sino-British College, University of Shanghai for Science and Technology",International Foundation in Business,Non-Degree,English,80000.0,0,0,60000,140000.0,Sep,2019,24000.0,YEAR,2700.0,MONTH
10,"The Sino-British College, University of Shanghai for Science and Technology",International Foundation in Engineering,Non-Degree,English,80000.0,0,0,60000,140000.0,Sep,2019,24000.0,YEAR,2700.0,MONTH
11,"The Sino-British College, University of Shanghai for Science and Technology",International Foundation in Engineering,Non-Degree,English,80000.0,0,0,60000,140000.0,Sep,2019,24000.0,YEAR,2700.0,MONTH
12,"The Sino-British College, University of Shanghai for Science and Technology",International Foundation in Business,Non-Degree,English,80000.0,0,0,60000,140000.0,Sep,2019,24000.0,YEAR,2700.0,MONTH
13,Zhengzhou University of Light Industry,Chinese Language Program,Non-Degree,Chinese,7500.0,0,0,1500,9000.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
14,Zhengzhou University of Light Industry,Chinese Language Program,Non-Degree,Chinese,7500.0,0,0,1500,9000.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
15,Beijing Chinese Language and Culture College,Chinese Language Class,Non-Degree,Chinese,3000.0,0,0,14700,17700.0,Sep,2019,1700.0,MONTH,1000.0,MONTH
16,Beijing Chinese Language and Culture College,Chinese Language Class,Non-Degree,Chinese,3000.0,0,0,5100,8100.0,Sep,2019,1700.0,MONTH,1000.0,MONTH
17,Ningbo University,Chinese Language Program,Non-Degree,Chinese,6000.0,0,0,10000,16000.0,Sep,2019,750.0,MONTH,1000.0,MONTH
18,Changchun University of Technology,Long-Term Chinese Training Program,Non-Degree,Chinese,5000.0,0,0,5000,10000.0,Mar,2020,2500.0,YEAR,1000.0,MONTH
19,Shandong Polytechnic College,Chinese and Culture Program,Non-Degree,Chinese,6000.0,0,0,2000,8000.0,Sep,2019,3000.0,YEAR,1500.0,MONTH
20,China University of Petroleum - Beijing,(Top 300 Program) Management Science and Engineering,Non-Degree,English,25000.0,1,1,0,25000.0,Sep,2019,0.0,YEAR,0.0,MONTH
21,China University of Petroleum - Beijing,(Top 300 Program)Geological Resources and Geological Engineering,Non-Degree,English,12500.0,1,1,0,12500.0,Feb,2020,0.0,YEAR,0.0,MONTH
22,China University of Petroleum - Beijing,(Top 300 Program)Geological Resources and Geological Engineering,Non-Degree,English,25000.0,1,1,0,25000.0,Feb,2020,0.0,YEAR,0.0,MONTH
23,China University of Petroleum - Beijing,(Top 300 Program)Geological Resources and Geological Engineering,Non-Degree,English,12500.0,1,1,0,12500.0,Feb,2020,0.0,YEAR,0.0,MONTH
24,China University of Petroleum - Beijing,(Top 300 Program)Geological Resources and Geological Engineering,Non-Degree,English,25000.0,1,1,0,25000.0,Sep,2019,0.0,YEAR,0.0,MONTH
25,Changchun University of Technology,Long-Term Chinese Training Program,Non-Degree,Chinese,5000.0,0,0,5000,10000.0,Sep,2019,2500.0,YEAR,1000.0,MONTH
26,Changchun University of Technology,Long-Term Chinese Training Program,Non-Degree,Chinese,5000.0,0,0,5000,10000.0,Sep,2019,2500.0,YEAR,1000.0,MONTH
27,Beijing Film Academy,"""Belt and Road"" Photography Program",Non-Degree,English,46000.0,0,0,0,46000.0,Sep,2019,2400.0,MONTH,2200.0,MONTH
28,Zhejiang A & F University,Chinese Language Program,Non-Degree,Chinese,6000.0,0,0,8400,14400.0,Sep,2019,360.0,MONTH,1000.0,MONTH
29,Zhejiang A & F University,Chinese Language Program,Non-Degree,Chinese,3000.0,0,0,3600,6600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
30,China University of Petroleum - Beijing,(Top 300 Program)Geology,Non-Degree,English,25000.0,1,1,0,25000.0,Sep,2019,0.0,YEAR,0.0,MONTH
31,China University of Petroleum - Beijing,(Top 300 Program)Petroleum and Natural Gas Engineering,Non-Degree,English,25000.0,1,1,0,25000.0,Feb,2020,0.0,YEAR,0.0,MONTH
32,China University of Petroleum - Beijing,(Top 300 Program)Finance,Non-Degree,English,25000.0,1,1,0,25000.0,Sep,2019,0.0,YEAR,0.0,MONTH
33,Tianjin International Chinese College,Preparatory Education,Non-Degree,Chinese,4000.0,0,0,10000,14000.0,Sep,2019,2000.0,MONTH,1500.0,MONTH
34,Nanchang University,Chinese Language Program,Non-Degree,Chinese,6500.0,1,0,6500,13000.0,Sep,2019,0.0,YEAR,1500.0,MONTH
35,China University of Petroleum - Beijing,(Top 300 Program)Geophysics,Non-Degree,English,25000.0,1,1,0,25000.0,Sep,2019,0.0,YEAR,0.0,MONTH
36,China University of Petroleum - Beijing,(Top 300 Program)Chemical Engineering and Technology,Non-Degree,English,25000.0,1,1,0,25000.0,Sep,2019,0.0,YEAR,0.0,MONTH
37,China University of Petroleum - Beijing,(Top 300 Program)Industrial Economics,Non-Degree,English,25000.0,1,1,0,25000.0,Sep,2019,0.0,YEAR,0.0,MONTH
38,China University of Petroleum - Beijing,(Top 300 Program)Petroleum and Natural Gas Engineering,Non-Degree,English,25000.0,1,1,0,25000.0,Sep,2019,0.0,YEAR,0.0,MONTH
39,China University of Petroleum - Beijing,(Top 300 Program) Management Science and Engineering,Non-Degree,English,12500.0,1,1,0,12500.0,Feb,2020,0.0,YEAR,0.0,MONTH
40,China University of Petroleum - Beijing,(Top 300 Program)Finance,Non-Degree,English,12500.0,1,1,0,12500.0,Feb,2020,0.0,YEAR,0.0,MONTH
41,China University of Petroleum - Beijing,(Top 300 Program)Geology,Non-Degree,English,12500.0,1,1,0,12500.0,Sep,2019,0.0,YEAR,0.0,MONTH
42,China University of Petroleum - Beijing,(Top 300 Program)Geophysics,Non-Degree,English,12500.0,1,1,0,12500.0,Feb,2020,0.0,YEAR,0.0,MONTH
43,China University of Petroleum - Beijing,(Top 300 Program)Chemical Engineering and Technology,Non-Degree,English,12500.0,1,1,0,12500.0,Feb,2020,0.0,YEAR,0.0,MONTH
44,China University of Petroleum - Beijing,(Top 300 Program)Petroleum and Natural Gas Engineering,Non-Degree,English,12500.0,1,1,0,12500.0,Feb,2020,0.0,YEAR,0.0,MONTH
45,China University of Petroleum - Beijing,(Top 300 Program) Management Science and Engineering,Non-Degree,English,25000.0,1,1,0,25000.0,Feb,2020,0.0,YEAR,0.0,MONTH
46,China University of Petroleum - Beijing,(Top 300 Program)Industrial Economics,Non-Degree,English,12500.0,1,1,0,12500.0,Feb,2020,0.0,YEAR,0.0,MONTH
47,China University of Petroleum - Beijing,(Top 300 Program)Finance,Non-Degree,English,25000.0,1,1,0,25000.0,Feb,2020,0.0,YEAR,0.0,MONTH
48,Changzhou Institute of Technology,Long-term Program for Chinese Language Study,Non-Degree,Chinese,0.0,1,0,24000,24000.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
49,Changzhou Institute of Technology,Long-term Program for Chinese Language Study,Non-Degree,Chinese,0.0,1,0,24000,24000.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
50,China University of Petroleum - Beijing,(Top 300 Program)Geophysics,Non-Degree,English,25000.0,1,1,0,25000.0,Feb,2020,0.0,YEAR,0.0,MONTH
51,China University of Petroleum - Beijing,(Top 300 Program)Finance,Non-Degree,English,12500.0,1,1,0,12500.0,Feb,2020,0.0,YEAR,0.0,MONTH
52,China University of Petroleum - Beijing,(Top 300 Program)Industrial Economics,Non-Degree,English,25000.0,1,1,0,25000.0,Feb,2020,0.0,YEAR,0.0,MONTH
53,China University of Petroleum - Beijing,(Top 300 Program)Chemical Engineering and Technology,Non-Degree,English,25000.0,1,1,0,25000.0,Feb,2020,0.0,YEAR,0.0,MONTH
54,China University of Petroleum - Beijing,(Top 300 Program)Geology,Non-Degree,English,12500.0,1,1,0,12500.0,Feb,2020,0.0,YEAR,0.0,MONTH
55,China University of Petroleum - Beijing,(Top 300 Program)Chemical Engineering and Technology,Non-Degree,English,12500.0,1,1,0,12500.0,Feb,2020,0.0,YEAR,0.0,MONTH
56,China University of Petroleum - Beijing,(Top 300 Program)Geophysics,Non-Degree,English,12500.0,1,1,0,12500.0,Feb,2020,0.0,YEAR,0.0,MONTH
57,China University of Petroleum - Beijing,(Top 300 Program)Petroleum and Natural Gas Engineering,Non-Degree,English,12500.0,1,1,0,12500.0,Feb,2020,0.0,YEAR,0.0,MONTH
58,China University of Petroleum - Beijing,(Top 300 Program)Industrial Economics,Non-Degree,English,12500.0,1,1,0,12500.0,Feb,2020,0.0,YEAR,0.0,MONTH
59,China University of Petroleum - Beijing,Chinese Language Program,Non-Degree,Chinese,21000.0,1,1,0,21000.0,Sep,2019,0.0,YEAR,0.0,MONTH
60,China University of Petroleum - Beijing,Chinese Language Program,Non-Degree,Chinese,10500.0,1,1,0,10500.0,Sep,2019,0.0,YEAR,0.0,MONTH
61,China University of Petroleum - Beijing,(Top 300 Program)Geology,Non-Degree,English,25000.0,1,1,0,25000.0,Feb,2020,0.0,YEAR,0.0,MONTH
62,Xi'an International Studies University,Long-term Chinese Language Program,Non-Degree,Chinese,10000.0,0,0,4600,14600.0,Sep,2019,1800.0,YEAR,1500.0,MONTH
63,Changchun University of Science and Technology,International Economics and Trade,Bachelor,English,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
64,Changchun University of Science and Technology,Visual Communication Design,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
65,Changchun University of Science and Technology,Social work,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
66,Changchun University of Science and Technology,Law,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
67,Changchun University of Science and Technology,Product Design,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
68,Changchun University of Science and Technology,Environmental Design,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
69,Changchun University of Science and Technology,Chinese Language & Literature,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
70,Changchun University of Science and Technology,Advertising,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
71,Changchun University of Science and Technology,Accounting,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
72,Changchun University of Science and Technology,Information Management and Information System,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
73,Changchun University of Science and Technology,Financial Management,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
74,Changchun University of Science and Technology,Marketing,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
75,Changchun University of Science and Technology,Business Administration,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
76,Changchun University of Science and Technology,Economics,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
77,Changchun University of Science and Technology,Financial Engineering,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
78,Changchun University of Science and Technology,International Economics &Trade,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
79,Changchun University of Science and Technology,Biotechnology,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
80,Changchun University of Science and Technology,Bioengineering,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
81,Changchun University of Science and Technology,Biomedical Engineering,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
82,Changchun University of Science and Technology,Applied Chemistry,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
83,Changchun University of Science and Technology,Chemical Engineering and Technology,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
84,Changchun University of Science and Technology,New Energy Materials and Devices,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
85,Changchun University of Science and Technology,Functional Materials,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
86,Changchun University of Science and Technology,Material Chemistry,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
87,Changchun University of Science and Technology,Inorganic Nonmetal Materials Engineering,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
88,Changchun University of Science and Technology,Software Engineering,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
89,Changchun University of Science and Technology,Computer Science and Technology,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
90,Changchun University of Science and Technology,Automation,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
91,Changchun University of Science and Technology,Electrical Engineering and Automation,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
92,Changchun University of Science and Technology,Telecommunications Engineering,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
93,Changchun University of Science and Technology,Optoelectronic Information Science and Engineering,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
94,Changchun University of Science and Technology,Measurement Control Technology and Instrument,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
95,Changchun University of Science and Technology,Mechatronic Engineering,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
96,Changchun University of Science and Technology,Electronics  and Information Engineering,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
97,Changchun University of Science and Technology,Electronic Information Science and Technology,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
98,Changchun University of Science and Technology,Microelectronics Science and Engineering,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
99,Changchun University of Science and Technology,Electronic Science and Technology,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
100,China University of Geosciences (Wuhan),Television Broadcasting Science,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
101,China University of Geosciences (Wuhan),Business Administration,Bachelor,English,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
102,China University of Geosciences (Wuhan),Telecommunication Engineering,Bachelor,English,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
103,China University of Geosciences (Wuhan),Remote Sensing Science and Technology,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
104,China University of Geosciences (Wuhan),Physics,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
105,China University of Geosciences (Wuhan),Information and Science of Computation,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
106,China University of Geosciences (Wuhan),Gemology and Material Crafts,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
107,China University of Geosciences (Wuhan),Computer Science and Technology,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
108,China University of Geosciences (Wuhan),Network Engineering,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
109,China University of Geosciences (Wuhan),Software Engineering,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
110,China University of Geosciences (Wuhan),Musicology,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
111,China University of Geosciences (Wuhan),International Economy and Trading,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
112,China University of Geosciences (Wuhan),Statistics,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
113,China University of Geosciences (Wuhan),English,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
114,China University of Geosciences (Wuhan),Public Administration,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
115,China University of Geosciences (Wuhan),Law,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
116,China University of Geosciences (Wuhan),Administration Management,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
117,China University of Geosciences (Wuhan),Industrial Design,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
118,China University of Geosciences (Wuhan),Automation,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
119,China University of Geosciences (Wuhan),Geological Information Science and Technology,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
120,China University of Geosciences (Wuhan),Surveying Engineering,Bachelor,Chinese,15200.0,0,0,6800,22000.0,Sep,2019,700.0,MONTH,1000.0,MONTH
121,Changchun University of Science and Technology,Mathematics and Applied Mathematics,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
123,Changchun University of Science and Technology,Applied Physics,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
124,Changchun University of Science and Technology,Information and Computational Science,Bachelor,Chinese,5550.0,0,0,12950,18500.0,Sep,2019,4800.0,TERM,1750.0,MONTH
153,Zhejiang A & F University,B.Ag. in Forestry,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
154,Zhejiang A & F University,Veterinary medicine,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
155,Zhejiang A & F University,Machine Designing and Manufacturing and Automation,Bachelor,English,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
156,Zhejiang A & F University,Business administration,Bachelor,English,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
157,Zhejiang A & F University,Computer Science and Technology,Bachelor,English,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
158,Zhejiang A & F University,B. A. in English,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
159,Zhejiang A & F University,B. A. in Management in Urban Management,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
160,Zhejiang A & F University,Civil Engineering,Bachelor,English,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
161,Zhejiang A & F University,International Economics and Trade,Bachelor,English,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
162,Zhejiang A & F University,B Sc in Applied Chemistry,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
163,Zhejiang A & F University,B Sc in Statistics,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
164,Zhejiang A & F University,B Sc in Information and Computer Science,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
165,Zhejiang A & F University,B. A. in Japanese,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
166,Zhejiang A & F University,B.Eng. in Electronic Information Engineering,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
167,Zhejiang A & F University,B.Eng. in Computer Science and Technology,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
168,Zhejiang A & F University,B Sc in Information Management and Systems,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
169,Zhejiang A & F University,B.Eng. in Internet of Things Engineering  ,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
170,Zhejiang A & F University,Bachelor in Business Administration,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
171,Zhejiang A & F University,Bachelor of Economics in International Economics and Trade,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
172,Zhejiang A & F University,B B A in Agricultural & Forestry Economics and Management,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
173,Zhejiang A & F University,B.A. in Chinese Linguistic Literature,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
174,Zhejiang A & F University,B B A in E-Business,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
175,Zhejiang A & F University,B B A in Accounting,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
176,Zhejiang A & F University,B.A. in Advertising,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
177,Zhejiang A & F University,Bachelor in Law,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
178,Zhejiang A & F University,B.A. in Art Design in Fashion Design,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
179,Zhejiang A & F University,B. A. in Management in Marketing,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
180,Zhejiang A & F University,B. Eng. in Environmental Engineering,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
181,Zhejiang A & F University,B.A. in Art Design in Visual Communication,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
182,Zhejiang A & F University,B. A. in Art Digital Media Art  ,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
183,Zhejiang A & F University,B Sc in Geographic Information Systems,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
184,Zhejiang A & F University,B. A. in Art Environmental Design（For Horticulture and Gardening）,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
185,Zhejiang A & F University,B.Ag. in Agricultural Resources and Environment,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
186,Zhejiang A & F University,B.Ag. in Agriculture,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
187,Zhejiang A & F University,B.Ag. in Horticulture,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
188,Zhejiang A & F University,B.Ag. in Plant Protection,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
189,Zhejiang A & F University,B. Eng. in Food Science and Engineering,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
190,Zhejiang A & F University,B.BA in Tourism Management,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
191,Zhejiang A & F University,B.BA in Management of the Tea Culture Industry,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
192,Shandong Jianzhu University,Business Administration,Bachelor,Chinese,9000.0,0,0,12000,21000.0,Sep,2019,1500.0,MONTH,500.0,MONTH
193,Shandong Jianzhu University,Business Administration,Bachelor,English,9000.0,0,0,12000,21000.0,Sep,2019,1500.0,MONTH,500.0,MONTH
194,Zhejiang A & F University,B Sc in Human Geography and Urban&Rural Area Programming,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
195,Zhejiang A & F University,B.Eng. in Civil Engineering,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
196,Zhejiang A & F University,B.Eng. in Architecture,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
197,Zhejiang A & F University,B. Eng. In Surveying Engineering  ,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
198,Zhejiang A & F University,B.Ag. in Horticulture and Gardening,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
199,Zhejiang A & F University,B. Eng. in Industry Design,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
200,Zhejiang A & F University,Ecology,Bachelor,Chinese,8300.0,0,0,8300,16600.0,Sep,2019,360.0,MONTH,1000.0,MONTH
