schol_id,University,Major,Level,Language,Tuition Covered,Accomodation covered?,Living Expense Covered?,Tuition fees to pay,Original Tuition fee,Start_Month,Start_Year,Accomodation_To_Pay,Accomodation_duration,Expense_To_Pay,Expense_duration
396,Zhengzhou University of Light Industry,Chinese International Education,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
397,Zhengzhou University of Light Industry,Law,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
398,Zhengzhou University of Light Industry,Public Affairs Administration,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
399,Zhengzhou University of Light Industry,Labor and Social Security,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
400,Zhengzhou University of Light Industry,Computer Applications Technology  (Net Technology),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
401,Zhengzhou University of Light Industry,Computer Network Application Technology (Webpage Design),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
402,Zhengzhou University of Light Industry,Software Engineering  (Testing Technology),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
403,Zhengzhou University of Light Industry,Software Technology (Network Software Development),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
404,Zhengzhou University of Light Industry,Software Engineering  (Java),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
405,Zhengzhou University of Light Industry,Software Engineering  (Accounting),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
406,Zhengzhou University of Light Industry,Software Engineering  (Mobile Internet),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
407,Zhengzhou University of Light Industry,Software Engineering  (Software Development),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
408,Beijing University of Chemical Technology,Pharmaceutical Engineering,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
409,Southwest University of Science and Technology,International Economics and Trade,Bachelor,Chinese,18500.0,1,1,10000,28500.0,Sep,2019,600.0,MONTH,500.0,MONTH
410,Beijing University of Chemical Technology,Biomedical Engineering,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
411,Southwest University of Science and Technology,Teaching Chinese to Speakers of Other Languages (TCSL),Bachelor,Chinese,18500.0,1,1,10000,28500.0,Sep,2019,600.0,MONTH,500.0,MONTH
412,Southwest University of Science and Technology,Computer Science and Technology,Bachelor,Chinese,18500.0,1,1,10000,28500.0,Sep,2019,600.0,MONTH,500.0,MONTH
413,Beijing University of Chemical Technology,Biological Engineering,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
414,Beijing University of Chemical Technology,Law,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
415,Beijing University of Chemical Technology,English,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
416,Beijing University of Chemical Technology,Public Service Administration,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
417,Beijing University of Chemical Technology,Financial Mathematics,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
418,Beijing University of Chemical Technology,Public Management,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
419,Beijing University of Chemical Technology,Electronics Science and Technology,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
420,Beijing University of Chemical Technology,Information and Computing Science,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
421,Beijing University of Chemical Technology,Mathematics and Applied Mathematics,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
422,Beijing University of Chemical Technology,Chemistry,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
423,Beijing University of Chemical Technology,Applied Chemistry,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
424,Beijing University of Chemical Technology,International Economy and Trade,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
425,Beijing University of Chemical Technology,Business Administration,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
426,Beijing University of Chemical Technology,Accounting,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
427,Beijing University of Chemical Technology,Financial Management,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
428,Beijing University of Chemical Technology,Information Management and Information System,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
429,Beijing University of Chemical Technology,Logistics Management,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
430,Beijing University of Chemical Technology,Computer Science and Technology,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
431,Beijing University of Chemical Technology,Communication Engineering,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
432,Beijing University of Chemical Technology,Electronic Information Engineering,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
433,Beijing University of Chemical Technology,Automation,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
434,Beijing University of Chemical Technology,Testing and Controlling Technology and Instruments,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
435,Beijing University of Chemical Technology,Digital Media Art,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
436,Beijing University of Chemical Technology,Product Design,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
437,Beijing University of Chemical Technology,Safety Engineering,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
438,Beijing University of Chemical Technology,Process Equipment and Control Engineering,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
439,Beijing University of Chemical Technology,"Mechanical Design, Manufacturing and Automation",Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
440,Beijing University of Chemical Technology,Functional Materials,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
441,Beijing University of Chemical Technology,Materials Science and Engineering,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
442,Beijing University of Chemical Technology,Energy Chemical Engineering,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
443,Shenyang University of Chemical Technology,International Economics and Trade,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
444,Shenyang University of Chemical Technology,Software Engineering,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
445,Shenyang University of Chemical Technology,Resource cycle science and Engineering,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
446,Zhengzhou University of Light Industry,Animation,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
447,Zhengzhou University of Light Industry,Fashion Design & Engineering,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
448,Zhengzhou University of Light Industry,Visual Communication,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
449,Zhengzhou University of Light Industry,Apparel Design,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
450,Zhengzhou University of Light Industry,Painting,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
451,Zhengzhou University of Light Industry,Environmental Design,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
452,Zhengzhou University of Light Industry,Business Administration,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
453,Zhengzhou University of Light Industry,Product Design,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
454,Zhengzhou University of Light Industry,E-Commerce (Sino-foreign Cooperative Program),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
455,Zhengzhou University of Light Industry,Digital Media Art,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
456,Zhengzhou University of Light Industry,Information Management and Information System,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
457,Zhengzhou University of Light Industry,Marketing,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
458,Zhengzhou University of Light Industry,Accounting,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
459,Zhengzhou University of Light Industry,Financial Management,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
460,Zhengzhou University of Light Industry,Electronic Information Science and Technology,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
461,Beijing University of Chemical Technology,Social Physical Education and Administration,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
462,Beijing University of Chemical Technology,Polymer Materials and Engineering,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
463,Beijing University of Chemical Technology,Chemical Engineering and Technology,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
464,Beijing University of Chemical Technology,Environmental Engineering,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
465,Zhengzhou University of Light Industry,Economics,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
466,Zhengzhou University of Light Industry,Logistics Management,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
467,Zhengzhou University of Light Industry,International Economics And Trade,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
468,Beijing University of Chemical Technology,Data Science and Big Data Technology,Bachelor,Chinese,15000.0,0,0,5000,20000.0,Sep,2019,65.0,DAY,1500.0,MONTH
469,Zhengzhou University of Light Industry,Communication Engineering,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
470,Zhengzhou University of Light Industry,Information Engineering,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
471,Zhengzhou University of Light Industry,Internet of Things Engineering,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
472,Zhengzhou University of Light Industry,Software Engineering,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
473,Zhengzhou University of Light Industry,Network Engineering (Operation and Security),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
474,Zhengzhou University of Light Industry,Network Engineering (Internet of Things Technology),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
475,Zhengzhou University of Light Industry,Computer Science and Technology (3G Software),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
476,Zhengzhou University of Light Industry,Computer Science and Technology (Embedded Software),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
477,Zhengzhou University of Light Industry,Electronic Information Engineering,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
478,Zhengzhou University of Light Industry,Chemical Engineering and Technology (Fine Chemicals),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
479,Zhengzhou University of Light Industry,Polymer Materials and Engineering,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
480,Zhengzhou University of Light Industry,Chemical Engineering and Technology (Electrochemistry),Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
481,Zhengzhou University of Light Industry,Applied Chemistry,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
482,Zhengzhou University of Light Industry,Electrical Engineering and Automation,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
483,Zhengzhou University of Light Industry,Automation,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
484,Zhengzhou University of Light Industry,Building Environment and Energy Application Engineering,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
485,Zhengzhou University of Light Industry,Building Electric & Intelligentization,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
486,Zhengzhou University of Light Industry,Energy and Power Engineering （Refrigeration & Air-Conditioning）,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
487,Zhengzhou University of Light Industry,Process Equipment and Control Engineering,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
488,Zhengzhou University of Light Industry,Tobacco,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
489,Zhengzhou University of Light Industry,Biological Engineering,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
490,Zhengzhou University of Light Industry,Biotechnology,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
491,Zhengzhou University of Light Industry,Food Quality and Safety,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
492,Zhengzhou University of Light Industry,Food Science and Engineering （Tobacco Science and Engineering）,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
493,Zhengzhou University of Light Industry,Chemistry,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
494,Zhengzhou University of Light Industry,Environmental Engineering,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
495,Zhengzhou University of Light Industry,New Energy Materials and Devices,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
496,Zhengzhou University of Light Industry,Measurement Control Technology and Instrument,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
497,Zhengzhou University of Light Industry,Vehicle Engineering,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
498,Zhengzhou University of Light Industry,Mechanism Design and Automation,Bachelor,Chinese,15000.0,0,0,1500,16500.0,Sep,2019,1000.0,MONTH,1500.0,MONTH
499,Wuhan Polytechnic University,International Economics and Trade,Bachelor,English,10000.0,0,0,8000,18000.0,Sep,2019,3000.0,YEAR,1500.0,MONTH
500,Shenyang University of Chemical Technology,Business Administration,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
501,Shenyang University of Chemical Technology,Electronics Science and Technology,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
502,Shenyang University of Chemical Technology,Communication Engineering,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
503,Shenyang University of Chemical Technology,Computer Science and Technology,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
504,Shenyang University of Chemical Technology,Electrical Engineering and Automation,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
505,Shenyang University of Chemical Technology,Pharmaceutical Engineering,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
506,Shenyang University of Chemical Technology,Environmental Engineering,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
507,Shenyang University of Chemical Technology,Oil and Gas storage and Transportation Engineering,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
508,Shenyang University of Chemical Technology,Polymer Materials and Engineering,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
509,Shenyang University of Chemical Technology,Chemical Engineering and Technology,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
510,Shenyang University of Chemical Technology,Mechanical Design Manufacturing and Automation,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
511,Shenyang University of Chemical Technology,International Economics and Trade,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
512,Shenyang University of Chemical Technology,Resource cycle science and Engineering,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
513,Shenyang University of Chemical Technology,Business Administration,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
514,Shenyang University of Chemical Technology,Software Engineering,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
515,Shenyang University of Chemical Technology,Communication Engineering,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
516,Shenyang University of Chemical Technology,Computer Science and Technology,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
517,Shenyang University of Chemical Technology,Electronics Science and Technology,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
518,Shenyang University of Chemical Technology,Electrical Engineering and Automation,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
519,Shenyang University of Chemical Technology,Pharmaceutical Engineering,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
520,Shenyang University of Chemical Technology,Environmental Engineering,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
521,Shenyang University of Chemical Technology,Polymer Materials and Engineering,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
522,Shenyang University of Chemical Technology,Oil and Gas storage and Transportation Engineering,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
523,Shenyang University of Chemical Technology,Mechanical Design Manufacturing and Automation,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
524,Shenyang University of Chemical Technology,Chemical Engineering and Technology,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
525,Shenyang University of Chemical Technology,Process Equipment and Control Engineering,Bachelor,Chinese,15500.0,1,0,0,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
526,Shenyang University of Chemical Technology,Process Equipment and Control Engineering,Bachelor,Chinese,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
527,Shenyang University of Chemical Technology,Pharmaceutical Engineering,Bachelor,English,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
528,Shenyang University of Chemical Technology,Electrical Engineering and Automation,Bachelor,English,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
529,Shenyang University of Chemical Technology,Mechanical Design Manufacturing and Automation,Bachelor,English,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
530,Shenyang University of Chemical Technology,Oil and Gas storage and Transportation Engineering,Bachelor,English,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
531,Shenyang University of Chemical Technology,Chemical Engineering and Technology,Bachelor,English,3500.0,1,0,12000,15500.0,Sep,2019,4000.0,YEAR,1500.0,MONTH
532,South China University of Technology,Logistics Engineering,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
533,South China University of Technology,Economics and Management of Convention and Exhibition,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
534,South China University of Technology,Materials Engineering,Bachelor,English,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
535,South China University of Technology,Electronic Commerce,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
536,South China University of Technology,Product Design,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
537,South China University of Technology,Environmental Design,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
538,South China University of Technology,Music Performance,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
539,South China University of Technology,Communication Studies,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
540,South China University of Technology,Biopharmaceutics,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
541,South China University of Technology,Bioengineering,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
542,South China University of Technology,Electronics Science and Technology,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
543,South China University of Technology,Energy Chemistry Engineering,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
544,South China University of Technology,Food Quality and Safety,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
545,South China University of Technology,Administration Management,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
546,South China University of Technology,Business English,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
547,South China University of Technology,Sports Training,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
548,South China University of Technology,Energy and Power Engineering,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
549,South China University of Technology,Intelligence Science and Technology,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
550,South China University of Technology,Polymer Materials and Engineering,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
551,South China University of Technology,Process Equipment and Control Engineering,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
552,South China University of Technology,Transportation,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
553,South China University of Technology,Landscape Architecture,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
554,South China University of Technology,Urban and Rural Planning,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
555,South China University of Technology,Mechatronic Engineering,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
556,South China University of Technology,Environmental Engineering,Bachelor,English,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
557,South China University of Technology,Civil Engineering,Bachelor,English,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
558,South China University of Technology,Musicology,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
559,South China University of Technology,Tourism Management,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
560,South China University of Technology,Finance,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
561,South China University of Technology,International Economics and Trade,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
562,South China University of Technology,Economics,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
563,South China University of Technology,Intellectual Property,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
564,South China University of Technology,Law,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
565,South China University of Technology,Advertising,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
566,South China University of Technology,Software Engineering,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
567,South China University of Technology,Japanese,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
568,South China University of Technology,Environmental Science,Bachelor,Chinese,17550.0,0,0,6500,24050.0,Sep,2019,1000.0,MONTH,1000.0,MONTH
